,class_code,group,category,class,group_des,category_des,class_des
0,1010002,1,1,2,"ACCOMMODATION, EATING AND DRINKING",ACCOMMODATION,"Camping, Caravanning, Mobile Homes, Holiday Parks and Centres"
1,1010003,1,1,3,"ACCOMMODATION, EATING AND DRINKING",ACCOMMODATION,Bed and Breakfast and Backpacker Accommodation
2,1010005,1,1,5,"ACCOMMODATION, EATING AND DRINKING",ACCOMMODATION,Hostels and Refuges for the Homeless
3,1010006,1,1,6,"ACCOMMODATION, EATING AND DRINKING",ACCOMMODATION,"Hotels, Motels, Country Houses and Inns"
4,1010007,1,1,7,"ACCOMMODATION, EATING AND DRINKING",ACCOMMODATION,Self Catering
5,1010008,1,1,8,"ACCOMMODATION, EATING AND DRINKING",ACCOMMODATION,Timeshare
6,1010009,1,1,9,"ACCOMMODATION, EATING AND DRINKING",ACCOMMODATION,Youth Accommodation
7,1020012,1,2,12,"ACCOMMODATION, EATING AND DRINKING",EATING AND DRINKING,Banqueting and Function Rooms
8,1020013,1,2,13,"ACCOMMODATION, EATING AND DRINKING",EATING AND DRINKING,"Cafes, Snack Bars and Tea Rooms"
9,1020018,1,2,18,"ACCOMMODATION, EATING AND DRINKING",EATING AND DRINKING,Fast Food and Takeaway Outlets
10,1020019,1,2,19,"ACCOMMODATION, EATING AND DRINKING",EATING AND DRINKING,Fast Food Delivery Services
11,1020020,1,2,20,"ACCOMMODATION, EATING AND DRINKING",EATING AND DRINKING,Fish and Chip Shops
12,1020025,1,2,25,"ACCOMMODATION, EATING AND DRINKING",EATING AND DRINKING,Internet Cafes
13,1020034,1,2,34,"ACCOMMODATION, EATING AND DRINKING",EATING AND DRINKING,"Pubs, Bars and Inns"
14,1020043,1,2,43,"ACCOMMODATION, EATING AND DRINKING",EATING AND DRINKING,Restaurants
15,2030044,2,3,44,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Metalworkers Including Blacksmiths
16,2030045,2,3,45,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Building Contractors
17,2030046,2,3,46,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Construction Completion Services
18,2030047,2,3,47,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Construction Plant
19,2030048,2,3,48,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,"Cutting, Drilling and Welding Services"
20,2030049,2,3,49,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Demolition Services
21,2030050,2,3,50,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Diving Services
22,2030051,2,3,51,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Electrical Contractors
23,2030052,2,3,52,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,"Gardening, Landscaping and Tree Surgery Services"
24,2030053,2,3,53,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Glaziers
25,2030054,2,3,54,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Painting and Decorating Services
26,2030055,2,3,55,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Plasterers
27,2030056,2,3,56,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Plumbing and Heating Services
28,2030057,2,3,57,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Pool and Court Construction
29,2030058,2,3,58,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Restoration and Preservation Services
30,2030059,2,3,59,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Road Construction Services
31,2030060,2,3,60,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Roofing and Chimney Services
32,2030778,2,3,778,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Fencing and Drystone Walling Services
33,2030779,2,3,779,COMMERCIAL SERVICES,CONSTRUCTION SERVICES,Building and Component Suppliers
34,2040063,2,4,63,COMMERCIAL SERVICES,CONSULTANCIES,Architectural and Building-Related Consultants
35,2040064,2,4,64,COMMERCIAL SERVICES,CONSULTANCIES,Business-Related Consultants
36,2040065,2,4,65,COMMERCIAL SERVICES,CONSULTANCIES,Computer Consultants
37,2040066,2,4,66,COMMERCIAL SERVICES,CONSULTANCIES,Construction Service Consultants
38,2040067,2,4,67,COMMERCIAL SERVICES,CONSULTANCIES,"Feng Shui Consultants, Furnishers and Shop Fitters"
39,2040068,2,4,68,COMMERCIAL SERVICES,CONSULTANCIES,Food Consultants
40,2040069,2,4,69,COMMERCIAL SERVICES,CONSULTANCIES,Image Consultants
41,2040070,2,4,70,COMMERCIAL SERVICES,CONSULTANCIES,Interpretation and Translation Consultants
42,2040071,2,4,71,COMMERCIAL SERVICES,CONSULTANCIES,Security Consultants
43,2040072,2,4,72,COMMERCIAL SERVICES,CONSULTANCIES,Telecommunications Consultants
44,2040074,2,4,74,COMMERCIAL SERVICES,CONSULTANCIES,Traffic Management and Transport Related Consultants
45,2050075,2,5,75,COMMERCIAL SERVICES,EMPLOYMENT AND CAREER AGENCIES,Careers Offices and Armed Forces Recruitment
46,2050076,2,5,76,COMMERCIAL SERVICES,EMPLOYMENT AND CAREER AGENCIES,Domestic Staff and Home Help
47,2050077,2,5,77,COMMERCIAL SERVICES,EMPLOYMENT AND CAREER AGENCIES,Driver Agencies
48,2050078,2,5,78,COMMERCIAL SERVICES,EMPLOYMENT AND CAREER AGENCIES,Employment Agencies
49,2050079,2,5,79,COMMERCIAL SERVICES,EMPLOYMENT AND CAREER AGENCIES,Modelling and Theatrical Agencies
50,2050081,2,5,81,COMMERCIAL SERVICES,EMPLOYMENT AND CAREER AGENCIES,Nursing Agencies
51,2060083,2,6,83,COMMERCIAL SERVICES,ENGINEERING SERVICES,Aviation Engineers
52,2060084,2,6,84,COMMERCIAL SERVICES,ENGINEERING SERVICES,Chemical Engineers
53,2060085,2,6,85,COMMERCIAL SERVICES,ENGINEERING SERVICES,Civil Engineers
54,2060086,2,6,86,COMMERCIAL SERVICES,ENGINEERING SERVICES,Electrical and Electronic Engineers
55,2060087,2,6,87,COMMERCIAL SERVICES,ENGINEERING SERVICES,Hydraulic Engineers
56,2060088,2,6,88,COMMERCIAL SERVICES,ENGINEERING SERVICES,Industrial Engineers
57,2060089,2,6,89,COMMERCIAL SERVICES,ENGINEERING SERVICES,Instrumentation Engineers
58,2060090,2,6,90,COMMERCIAL SERVICES,ENGINEERING SERVICES,Marine Engineers and Services
59,2060091,2,6,91,COMMERCIAL SERVICES,ENGINEERING SERVICES,Mechanical Engineers
60,2060092,2,6,92,COMMERCIAL SERVICES,ENGINEERING SERVICES,Pneumatic Engineers
61,2060093,2,6,93,COMMERCIAL SERVICES,ENGINEERING SERVICES,Precision Engineers
62,2060094,2,6,94,COMMERCIAL SERVICES,ENGINEERING SERVICES,Structural Engineers
63,2070095,2,7,95,COMMERCIAL SERVICES,CONTRACT SERVICES,Agricultural Contractors
64,2070096,2,7,96,COMMERCIAL SERVICES,CONTRACT SERVICES,Aircraft Charters
65,2070098,2,7,98,COMMERCIAL SERVICES,CONTRACT SERVICES,Catering Services
66,2070100,2,7,100,COMMERCIAL SERVICES,CONTRACT SERVICES,Contract Cleaning Services
67,2070101,2,7,101,COMMERCIAL SERVICES,CONTRACT SERVICES,Display and Window Dressers
68,2070102,2,7,102,COMMERCIAL SERVICES,CONTRACT SERVICES,Drain and Sewage Clearance
69,2070105,2,7,105,COMMERCIAL SERVICES,CONTRACT SERVICES,Linen Hire and Washroom Services
70,2070107,2,7,107,COMMERCIAL SERVICES,CONTRACT SERVICES,Office Services
71,2070108,2,7,108,COMMERCIAL SERVICES,CONTRACT SERVICES,Packers
72,2070109,2,7,109,COMMERCIAL SERVICES,CONTRACT SERVICES,Pest and Vermin Control
73,2080114,2,8,114,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Advertising Services
74,2080115,2,8,115,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES","Artists, Illustrators and Calligraphers"
75,2080116,2,8,116,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Computer Security
76,2080117,2,8,117,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Computer Systems Services
77,2080118,2,8,118,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Concert/Exhibition Organisers and Services
78,2080119,2,8,119,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Database Services
79,2080120,2,8,120,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Desktop Publishing Services
80,2080121,2,8,121,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Electronic and Internet Publishers
81,2080122,2,8,122,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Film and Video Services
82,2080123,2,8,123,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",General Computer Services
83,2080124,2,8,124,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Internet Services
84,2080125,2,8,125,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Literary Services
85,2080126,2,8,126,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Mailing and Other Information Services
86,2080127,2,8,127,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Marketing Services
87,2080128,2,8,128,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES","Plate Makers, Print Finishers and Type Setters"
88,2080129,2,8,129,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Press and Journalism Services
89,2080130,2,8,130,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Printing and Photocopying Services
90,2080131,2,8,131,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Recording Studios and Record Companies
91,2080133,2,8,133,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES","Telephone, Telex and Fax Services"
92,2080134,2,8,134,COMMERCIAL SERVICES,"IT, ADVERTISING, MARKETING AND MEDIA SERVICES",Television and Radio Services
93,2090135,2,9,135,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Accountants and Auditors
94,2090137,2,9,137,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,"Auctioneers, Auction Rooms and Valuers"
95,2090138,2,9,138,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Banks and Building Societies
96,2090140,2,9,140,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Currency Conversion and Money Transfers
97,2090141,2,9,141,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Cash Machines
98,2090142,2,9,142,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Cheque Cashing
99,2090143,2,9,143,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Company Registration and Trademarks
100,2090144,2,9,144,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Copyright and Patent
101,2090145,2,9,145,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Credit Reference Agencies
102,2090146,2,9,146,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Debt Collecting Agencies
103,2090147,2,9,147,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Financial Advice Services
104,2090148,2,9,148,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Fundraising Services
105,2090149,2,9,149,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Insurers and Support Activities
106,2090150,2,9,150,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Mortgage and Financial Lenders
107,2090151,2,9,151,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Pawnbrokers
108,2090154,2,9,154,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,"Solicitors, Advocates and Notaries Public"
109,2090773,2,9,773,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,"Stocks, Shares and Unit Trusts"
110,2090795,2,9,795,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Commodity Dealers
111,2090796,2,9,796,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Franchise and Holding Company Services
112,2090811,2,9,811,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,PayPoint Locations
113,2090829,2,9,829,COMMERCIAL SERVICES,LEGAL AND FINANCIAL,Pension and Fund Management
114,2100103,2,10,103,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Hotel Booking Agencies
115,2100112,2,10,112,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Event Ticket Agents and Box Office
116,2100155,2,10,155,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES","Astrologers, Clairvoyants and Palmists"
117,2100156,2,10,156,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Hair and Beauty Services
118,2100158,2,10,158,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Cleaning Services
119,2100160,2,10,160,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Customer Service Centres
120,2100161,2,10,161,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",CV Writers
121,2100162,2,10,162,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Detective and Investigation Agencies
122,2100165,2,10,165,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Funeral and Associated Services
123,2100166,2,10,166,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Historical Research
124,2100167,2,10,167,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES","Headquarters, Administration and Central Offices"
125,2100169,2,10,169,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Introduction and Dating Agencies
126,2100170,2,10,170,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES","Lock, Key and Security Services"
127,2100171,2,10,171,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Message and Greeting Services
128,2100173,2,10,173,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Motoring Organisations
129,2100174,2,10,174,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Party Organisers
130,2100175,2,10,175,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Personalisation
131,2100177,2,10,177,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Photographic Services
132,2100179,2,10,179,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Sports Services
133,2100180,2,10,180,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Tattooing and Piercing Services
134,2100182,2,10,182,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Trophies and Engraving Services
135,2100183,2,10,183,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Vehicle Cleaning Services
136,2100185,2,10,185,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Weather Services
137,2100186,2,10,186,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Wedding Services
138,2100188,2,10,188,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Window Cleaners
139,2100774,2,10,774,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES","Musicians, Orchestras and Composers"
140,2100775,2,10,775,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES","Sculptors, Wood Workers and Stone Masons"
141,2100776,2,10,776,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Tailoring and Clothing Alteration
142,2100777,2,10,777,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Vehicle Breakdown and Recovery Services
143,2100818,2,10,818,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Sewage Services
144,2100821,2,10,821,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Spas
145,2100822,2,10,822,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Slimming Clubs and Services
146,2100823,2,10,823,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Adult Services
147,2100826,2,10,826,COMMERCIAL SERVICES,"PERSONAL, CONSUMER AND OTHER SERVICES",Printing on Garments
148,2110189,2,11,189,COMMERCIAL SERVICES,PROPERTY AND DEVELOPMENT SERVICES,Commercial Property Letting
149,2110190,2,11,190,COMMERCIAL SERVICES,PROPERTY AND DEVELOPMENT SERVICES,Property Sales
150,2110191,2,11,191,COMMERCIAL SERVICES,PROPERTY AND DEVELOPMENT SERVICES,Estate and Property Management
151,2110192,2,11,192,COMMERCIAL SERVICES,PROPERTY AND DEVELOPMENT SERVICES,Property Letting
152,2110194,2,11,194,COMMERCIAL SERVICES,PROPERTY AND DEVELOPMENT SERVICES,Property Development Services
153,2110195,2,11,195,COMMERCIAL SERVICES,PROPERTY AND DEVELOPMENT SERVICES,Property Information Services
154,2120196,2,12,196,COMMERCIAL SERVICES,RECYCLING SERVICES,"Recycling, Reclamation and Disposal"
155,2120198,2,12,198,COMMERCIAL SERVICES,RECYCLING SERVICES,Rag Merchants
156,2120199,2,12,199,COMMERCIAL SERVICES,RECYCLING SERVICES,Clearance and Salvage Dealers
157,2120200,2,12,200,COMMERCIAL SERVICES,RECYCLING SERVICES,Scrap Metal Merchants
158,2120202,2,12,202,COMMERCIAL SERVICES,RECYCLING SERVICES,Waste Paper Merchants
159,2130204,2,13,204,COMMERCIAL SERVICES,REPAIR AND SERVICING,Building Repairs
160,2130205,2,13,205,COMMERCIAL SERVICES,REPAIR AND SERVICING,Electrical Equipment Repair and Servicing
161,2130206,2,13,206,COMMERCIAL SERVICES,REPAIR AND SERVICING,Household Repairs and Restoration
162,2130207,2,13,207,COMMERCIAL SERVICES,REPAIR AND SERVICING,Industrial Repairs and Servicing
163,2130209,2,13,209,COMMERCIAL SERVICES,REPAIR AND SERVICING,Service Industry Equipment Repairs
164,2130210,2,13,210,COMMERCIAL SERVICES,REPAIR AND SERVICING,Sports and Leisure Equipment Repair
165,2130211,2,13,211,COMMERCIAL SERVICES,REPAIR AND SERVICING,Tool Repairs
166,2130212,2,13,212,COMMERCIAL SERVICES,REPAIR AND SERVICING,"Vehicle Repair, Testing and Servicing"
167,2130793,2,13,793,COMMERCIAL SERVICES,REPAIR AND SERVICING,Shoe Repairs
168,2140214,2,14,214,COMMERCIAL SERVICES,RESEARCH AND DESIGN,Design Services
169,2140216,2,14,216,COMMERCIAL SERVICES,RESEARCH AND DESIGN,Research Services
170,2140217,2,14,217,COMMERCIAL SERVICES,RESEARCH AND DESIGN,Testing and Analysis Services
171,2150218,2,15,218,COMMERCIAL SERVICES,"TRANSPORT, STORAGE AND DELIVERY",Airlines and Airline Services
172,2150219,2,15,219,COMMERCIAL SERVICES,"TRANSPORT, STORAGE AND DELIVERY",Animal Transportation
173,2150221,2,15,221,COMMERCIAL SERVICES,"TRANSPORT, STORAGE AND DELIVERY",Container and Storage
174,2150222,2,15,222,COMMERCIAL SERVICES,"TRANSPORT, STORAGE AND DELIVERY","Courier, Delivery and Messenger"
175,2150223,2,15,223,COMMERCIAL SERVICES,"TRANSPORT, STORAGE AND DELIVERY",Distribution and Haulage
176,2150224,2,15,224,COMMERCIAL SERVICES,"TRANSPORT, STORAGE AND DELIVERY",Ferry and Cruise Companies
177,2150225,2,15,225,COMMERCIAL SERVICES,"TRANSPORT, STORAGE AND DELIVERY",Import and Export Services
178,2150227,2,15,227,COMMERCIAL SERVICES,"TRANSPORT, STORAGE AND DELIVERY",Railway Related Services
179,2150228,2,15,228,COMMERCIAL SERVICES,"TRANSPORT, STORAGE AND DELIVERY",Removals and Shipping Agents
180,2150230,2,15,230,COMMERCIAL SERVICES,"TRANSPORT, STORAGE AND DELIVERY",Taxi Services
181,2600097,2,60,97,COMMERCIAL SERVICES,HIRE SERVICES,Boat Hiring Services
182,2600099,2,60,99,COMMERCIAL SERVICES,HIRE SERVICES,Construction and Tool Hire
183,2600104,2,60,104,COMMERCIAL SERVICES,HIRE SERVICES,Leisure Equipment Hirings
184,2600110,2,60,110,COMMERCIAL SERVICES,HIRE SERVICES,Renting and Leasing of Personal and Household Goods
185,2600111,2,60,111,COMMERCIAL SERVICES,HIRE SERVICES,"Sound, Light and Vision Service and Equipment Hire"
186,2600113,2,60,113,COMMERCIAL SERVICES,HIRE SERVICES,Vehicle Hire and Rental
187,2600159,2,60,159,COMMERCIAL SERVICES,HIRE SERVICES,Clothing Hire
188,2600270,2,60,270,COMMERCIAL SERVICES,HIRE SERVICES,Bouncy Castles and Inflatables Hire
189,3160231,3,16,231,ATTRACTIONS,BOTANICAL AND ZOOLOGICAL,Aquaria and Sea Life Centres
190,3160232,3,16,232,ATTRACTIONS,BOTANICAL AND ZOOLOGICAL,"Bird Reserves, Collections and Sanctuaries"
191,3160233,3,16,233,ATTRACTIONS,BOTANICAL AND ZOOLOGICAL,Butterfly Farms
192,3160235,3,16,235,ATTRACTIONS,BOTANICAL AND ZOOLOGICAL,Farm Based Attractions
193,3160236,3,16,236,ATTRACTIONS,BOTANICAL AND ZOOLOGICAL,Horticultural Attractions
194,3160237,3,16,237,ATTRACTIONS,BOTANICAL AND ZOOLOGICAL,Salmon Ladders
195,3160239,3,16,239,ATTRACTIONS,BOTANICAL AND ZOOLOGICAL,Zoos and Animal Collections
196,3170240,3,17,240,ATTRACTIONS,HISTORICAL AND CULTURAL,Archaeological Sites
197,3170241,3,17,241,ATTRACTIONS,HISTORICAL AND CULTURAL,Battlefields
198,3170244,3,17,244,ATTRACTIONS,HISTORICAL AND CULTURAL,"Historic Buildings Including Castles, Forts and Abbeys"
